,textdata_stemm,sentiment
3651,giat patroli monitoring wilayah rangka jaga aman tertib masyarakat wilayah camat masaran kab sragen,2
3652,orang yg ajak baik muslih allah swt jaga umat orang yg solih jaga,1
3653,harap orang samasama jaga hati,1
3654,presiden tni polri jaga konduktivitas politik praktis politik,1
3655,bina apel tips jaga tubuh sehat ri semarang,1
3656,love pjack hati sentuh amat jaga nyuwii indah hangat asa semesta dgn bahagia sukacita poin hati thanks you pjack take care your self naa,1
3657,jgn ngarep klo ngga viralkita yg lporan jambretkmlingan ngga tindak pngin ngungkap kjahatn pling cm sbtas ketik kertas trs nasehatinlain kli htipdahl tugas mreka jaga aman,0
3658,milik jaga sayang memememe,2
3659,frenky tegak hukum perintah satu lawan korupsi indonesia,1
3660,bca gt,2
3661,wapres maruf amin aku perintah usut sumber muncul gagal ginjal akut anak,1
3662,patroli mobile patko polsek tambun laku cegah aksi tawur amp,2
3663,ngeri negara hukum otak dipake bedain korban sangka la kokkkk si isilopnyaa yg bilang digituin aja lapor udahlah damai aja ga apa apain kali pake pakai yg sopan,1
3664,jaga keluarga ilmu ustadz muhammad halid syar hafizhahullah,2
3665,panglima tni yudo margono pimpin upacara alih kodal pprc tni,1
3666,kalo kadrun pinter negara damai kalo pinter kadrun udah jd cebong kadrun bikin dosa rakyat yg waras kadrun sampah masyarakat usak bikin malu agama,0
3667,serma ngarekan babinsa kedungwinong sembari sambang wilayah beli jamu keliling milik bpk suroto jaga kondisi tubuhbadan sehat harapkansekaligus laksana komsos dagang jamu,2
3668,senyum tutup luka mata jaga air mata baca,2
3669,saewad jaga daulat utuh bangsa geli aja,0
3670,alhamdulillah sehat sehat juang juang jaga marwah bcs marwah keluarga,1
3671,hai kak mohon bantu kirim nomor resi kendala kait paket kakak direct message jaga privasi kirim terima paket ya kak terima kasih,2
3672,penting jaga aman suasana milu jalan lancar,1
3673,emang semenjak orang omong nggak jaga waktu tanggung jaga asa orang mean we already know its not your job to keep so why still keep persisting,1
3674,lupa dengan orang ingat jaga hati,2
3675,sambang kamtibmas erat tali silaturahmi cegah paham radikalisme,1
3676,kepala bnn ri hadir rapim polri hotel sultan jakarta narasumber menteri kepala lembaga perintah nonkementerian,2
3677,warga berani lapor cegah radikalisme,1
3678,dukung yuk kawan dukung perintah,1
3679,kali gempa bumi guncang jayapura bulan perintah kota jayapura tetap status tanggap darurat pascagempa magnitudo kamis,0
3680,rawan gmc bandung gelar diskusi tema peran aktif milenial jaga kondusifitas jalan kota bandung giat rangka tingkat sadar anak muda gitasav twitter blue sayange dm twitter bripda hs pagi error,1
3681,orang yg cerdas tau tuju prabowo subianto gabung dgn perintah ajar nanam singkong tahan aman negara,0
3682,bravo tni,1
3683,selamat generasi bangsa kontenradikalisme,1
3684,apresiasi semangat komitmen tim upaya wujud program perintah bangun zona integritas wbkwbbm harap tim kerja bangun zona integritas semangat penuh data dukung komitmen jaga integritas,1
3685,babinsa wantilgung serda surono giat komsosnya warga jaga rukun,1
3686,sulit jaga privasi,2
3687,ganjar cermin indonesia maju dukung bijak perintah,1
3688,program gubernur ajar ganjar cegah radikalisme bullying sekolah muh best duo wangi sanggup kris,1
3689,panglima tni laksamana yudo margono jajar antisipasi karhutla,1
3690,kapolres sumenep wawas bangsa lpi cegah radikalisme,2
3691,pacar smsan pacar tuh jaga percaya setia,1
3692,tutup rapim polri kapolri pasti kawal bijak perintah,2
3693,yg salah alas orang males bus alih kereta salut armada bus yg jaga aman nyaman tumpang barang,2
3694,urus aman negara urus satpam bca gitu kali ya,0
3695,pemudi kota binjai tolak paham radikalisme yg pecah nkri,1
3696,tentara juang rakyat bravo tni,1
3697,jaga pandang jaga lisan jaga perut jaga malu jaga tangan benteng rumah baca doa rumah doa masuk masjid baca dzikir pagi petang doa tidur baca basmalah tahan mulut uap,1
3698,,1
3699,hai kak mohon kirim nomor resi kendala kait paket kakak dm jaga privasi ya kak terima kasih,2
3700,dalang balik sukses tni yh pimpin panglima,1
3701,bravo tni polri,1
3702,panglima tni satu tni egois hebat banding yg aa srg kampung,1
3703,mari rakyat indonesia rekomendasi ultah abad nu sidoarjo tolak radikalisme amp,1
3704,laksana patroli monitoring spbu rangka jaga tertib aman masyarakat kec gondang,2
3705,kuhp jaga hukum adat,1
3706,jaga mental batin waras sampe bisaa sikap biasaa ajaa cari tau sakit hati,1
3707,batal yg libat bawa masuk fs pecat harap erick pegang komitmen berantas radikalisme intoleransi bumn,1
3708,maaf kak salah kayak pantau perintah bikin rusuh sih udah sm,0
3709,jaga banar kd ulang trauma iki tp yg ulah trauma takut bnr kena love boombing kaya iki ngetreat banar nauzubillah bener beda banar,0
3710,usaha jaga mu yg km butuh trus ajar yg baik mu,1
3711,sirkulasi udara fungsi jaga suhu ruang jaga panas udara ruang tukar denga udara luar ruang ventilasi pintu jendela buka,2
3712,sailing jaga lengkap sehat sehat yah dua,2
3713,dlm mslah culi anak aja sbnrnya jg atur islam shinga culi atas krn islam mnjdkan aman sbg kbthn komunal yg wajib jamin negara cek serbaserbi mmc ya,1
3714,perintah daerah intens amat ubah iklim pengaruh kualitas tanam padi saran tani kurang guna pupuk organik,1
3715,saewad gas panglima tni kkb sikat habis deeh tenggelam,1
3716,satgas ii preemtif laksana giat sambang dialogis mesjid al muhajirin aji serambi manaqib kabmerangin rangka ops binawaspada ikut paham radikalisme capa situasi kamtibmas kondusif jambi,0
3717,panglima tni laksamana yudo margono jenderal tni jalan misi diplomasi myanmar,1
3718,so many kids out there suffer the same fate as lintang pdhl didik adl hak asasi wn psl uud amandemen warga negara hak didik warga negara wajib ikut didik dasar per,2
3719,jaga rukun bangsa negara cegah pecah jokowi politik identitas jelang milu,1
3720,situasi kamtibmas cenderung kondusif kurang langkah sat samapta polres lumajang laksana patroli jam rawan jaga situasi kamtibmas aman kondusif kamis malam,1
3721,usaha jaga mu yg km butuh trus ajar yg baik mu,1
3722,umno lepas via orang melayu mesti sedia utk hadap pindah paradigma rana umno fungsi utk jaga martabat integriti bangsa melayumaka pilih parti melayuislam yg kembali martabat,0
3723,hai kak mohon kirim nomor resi kendala kait paket kakak dm jaga privasi ya kak terima kasih,1
3724,bina apel tips jaga tubuh sehat ri semarang,2
3725,wkwkkwkw brin ngurusin radikalisme,0
3726,ganjar buka pusat layan cegah terorisme cegah potensi radikalisme jateng,1
3727,personil polsek tuban himbauan jaga tertib masyarakat anak muda komunitas motor tuban,1
3728,menjagabrasupaya bersih karenapakaian dalambra langsung tempel kulit mudah kotor keringat,2
3729,chotimah oooberarti dukung radikalisme,0
3730,gw grinding hoi gw ya biar panglima tni,0
3731,bravo tni,1
3732,negara raja tugas tanah air anak sakral urus pribadi pimpin dunia sesuai perang dunia dunia musuh pasu raja andal jaga satu indonesia,2
3733,jujur jalan hikmat masuk hati tahu senang jiwa,1
3734,dokter yg kirim rumah sakit ya panglima tni upaya nama indonesia harum dunia internasional,1
3735,bener banget usaha jaga asa gilir gak jaga asa nama egois kah,1
3736,jaga asa pacar kmu yg cakep,0
3737,bahagia sederhana,1
3738,so guys sekian kali sadar ajar jaga lisan tulis mas mbak yg idola usia,2
3739,panglima tni dukun,0
3740,gppa jaga waras,1
3741,prabowo sempat tekan tahan negara indonesia konsep tahan aman rakyat semesta hankamrata komando teritorial ujung tombak prabowosubianto,1
3742,tentara china masuk indonesia latih perang kali amerika australia latih perang china adi negara super power kerjasama jaga stabilitas kawasan asean ga isu komunis ga laku yg,1
3743,elsa janji jaga reyna askara anggap anak,1
3744,hahahaha tau sejati soeharto lahir radikalisme hahahaha,1
3745,panglima yudo gelar latih gabung besarbesaran matra tni,1
3746,jaga disiplin fiskal jelang pilih presiden,1
3747,kalapas perempuan palembang kemenkumham sumsel ike rahmawati harap giat jaga imunitas sehat warga bina rutin capa sehat ideal ri,1
3748,ozil barakallah moga allah senantiasa jaga pimpin negeri jadi negara lbh dr,1
3749,tuminah suruh ngobrol orang indonesia ga percaya radikalisme,2
3750,didik jaga merdeka tentara siaga edward everett,2
3751,aboutlife jaga rahasia giat kantor perintah spy sih gada hub komunisme fyi australi sadap cakap pimpin indonesia australi komunis country loh,2
3752,ya damai negara makna bebas laku hukum coba dipikirpikir,0
3753,orang anak bangsa warga negara indonesia pegang pedoman jaga sejuk rumah nusantara indonesia jadi hidup berkat orang senantiasa cipta damai sukacita negeri,1
3754,laku teman jaga laku baik musuh kalah benjamin frankl,1
3755,cinta dar cinta jaga harga asa cinta,2
3756,diam baik jaga doa baik,1
3757,berat bikin macet perintah rakyat,0
3758,jaga nkri,1
3759,rute terbang internasional bandung buka jaga muruah kota bandung buka wisatawan asing anggota dpr ri fraksi nasdem farhan,2
3760,jaga marwah pimpin dukung geisz chalifah bayar hutang anies pilkada rp sandiaga uno dukung sejati,2
3761,hai kak mohon bantu kirim nomor resi kendala kait paket kakak direct message jaga privasi kirim terima paket ya kak terima kasih,2
3762,nak buang or something tp situasi yg paksa lepas dri circle eventho taknak nak jaga hati pasang memasing what choice putus kawan,2
3763,panglima tni laksamana yudo margono bantah pesawat sus air sandera kkb papua sus air densus turki jogja titanic banser jipang,2
3764,jawa barat provinsi hadir kurikulum antiradikalisme antiterorisme smasmk benteng generasigenerasi halhal jauh pancasila,1
3765,cinta dar cinta jaga harga asa cinta,1
3766,tara ekonomi jaga langsung,1
3767,kenan kim seola daftar teman mari jaga pos ronda kala malam sapa,2
3768,aduh beli perintah indo aja deh,2
3769,stop radikalisme,1
3770,tolak paham radikalisme intoleransi,2
3771,masalah wanita derajat pria suruh tutup aurat tubuh wanita mulia jaga perawan hal jaga hormat wanita,2
3772,sosialisasi bahaya radikalisme narasumber polres ponorogo ajar,1
3773,pertiwi sejati butuh pimpin yg ahli diplomasi jaga daulat negara republik indonesia wilayah sda alam sdm nya wujud adil amp,1
3774,bhabinkamtibmas laksana kunjung motivasi edukasi warga rangka jaga kamtibmas lingkung tolak bentuk radikalisme intoleransi aksi provokasi,2
3775,hai kak dessy perihal ditindaklanjuti jaga rahasia data kakak informasi nomor id langgan dm lapor aplikasi pln mobile menu adu admin tunggu,2
3776,rapim tnipolri visi tugas tni polri jaga belah arah dar ksad jenderal dudung abdurachman angkat darat hati rakyat tulus utama rakyat,2
3777,,2
3778,hei buka mata kau lebar yg kau tuding partai usung radikalisme yg catat sbg partai kader jerat korupsi,0
3779,perintah upaya tindak rang sebar radikalisme masyarakat peran aktif dukung upaya perintah,1
3780,libas habis radikalisme kasih kendor,1
3781,miris sih bbrp langgar hukum ham anggota tni mayoritas ya tni ad panglima tni seriusin deh himmler,0
3782,barangsiapa jaga hormat orang hormat jaga,1
3783,tempat jalan raya gencar pantau kendara jaga mkeamaan rasa,1
3784,klo emang harga ada tau gimana jaga asa hati,1
3785,,2
3786,jaga abadi harta wakaf,1
3787,istri jaga hormat tutup aurat laksana jaga hormat suami taat,2
3788,berhala sembah allh perhatiperhati adikadik anakanak kitaini beban samasama jaga aqidah,2
3789,ikut senam virtual lanjut senam blok huni senam blok huni tuju jaga sehat warga bina masyarakat,1
3790,panglima koarmada iii laksda tni agus hariadi mhan resmi lantik kolonel laut mochammad riza danguspurla koarmada iii,1
3791,kadensus awas papar kelompok radikalisme dunia didik kampus sasar utama,1
3792,hai kak mohon ecek dm jaga privasi ya kak terima kasih,2
3793,densus polri tangkap orang sangka terorisme lampung,1
3794,aman smelter tni polri bentuk satgas,1
3795,pers nasional ingat februari tepat satu wartawan indonesia pwi terus jaga integritas junjung nilai benar selamat ingat pers nasional,1
3796,pantes perintah gamau denger suara rakyat,0
3797,sungai ussu percaya pusat datu luwu awas masyarakat adat cekang komunitas adat dedikasi jaga lestari wilayah adat,2
3798,giat patroli monitoring spbu rangka jaga tertib aman masyarakat kec sumberlawang,1
3799,aipda didi sinergi anggota koramil bumiayu dinas hubung jaga aman nyaman wilayah hukun polsek bumiayu poldajateng indonesia,1
3800,anasirs radikalisme agama susup lembaga negara lapis masyarakat darurat ancam radikalisme perintah pusat ambil langkah berantas shg bangsa indonesia selamat pecah,0
3801,tepat manusia radikal arab saudi uea tentang kilafah radikalisme kilafah terorisme pancung sana mati krn rusak akidah bunuh orang rusak suci agama,0
3802,dinas tani pangan selenggara vaksinasi rabies anjing kucing februari pol hewan kota yogyakarta daftar bagi jadwal vaksin tgl februari,1
3803,tips jaga kerja android updateblog,2
3804,jaga bersih wajib jaga asa wajib,2
3805,samasama jaga selaras,2
3806,sukses hidup puluh akumulasi perilaku jaga perilaku sebaikbaiknya,1
3807,ive just posted new blog kapolsek blahbatuh pimpin patroli objek wisata jaga stabilitas kamtibmas,2
3808,panglima tni tegas pilot sus air sandera kkb papua,2
3809,tugas mulia ulama jaga waris nabi saw link web buletin kaffah edisi,2
3810,tello bravo tni,1
3811,bravo tni jaya hasanuddin,1
3812,bunuh mental orang gak enak jaga asa orang lainjadi tanggung,1
3813,harom kagak udah kang udah lu erti yg jaga hati taon trahir batas terjang kumpul busser yg henti tanya ras ag,2
3814,orang suka perintah gagal gagal pikir,0
3815,hai kak mohon bantu kirim nomor resi kendala kait paket kakak direct message jaga privasi kirim terima paket ya kak terima kasih,2
3816,akibat jaga tepi kain orang jaya elak basah,2
3817,biru tni ad tnial bravo tni panglima tni bangga rakyat,1
3818,angkat kotor debu jaga kulit halus lembut wajah cerah seri dapat melanox premium facial cleansing gel ecommerce sayang klik link bio ya girls,2
3819,pacar smsan pacar tuh jaga percaya setia,1
3820,hai kak mohon bantu kirim nomor resi kendala kait paket kakak direct message jaga privasi kirim terima paket ya kak terima kasih,2
3821,anisphia euphyllia jaga nih revolusi sihir sang putri reinkarnasi tuan putri genius ep ott bstationtclcsushirolliqiyi,2
3822,negara damai gin trauma begitu bilang aja ga sabar amp,1
3823,usaha jaga mu yg km butuh trus ajar yg baik mu,1
3824,juang tni polri harga utuh nkri bravo tni polri,1
3825,personel polsek lembah lintang laksana aman pertamina ujung gading malam jaga situasi kondisi kondusif,2
3826,allahu akbar ayah jaga anak in sya allah syurga sang ayah aamiin,1
3827,tolak radikalisme,1
3828,rela nanti kau kau jaga percaya,1
3829,coba orang orang pinter gabung instansi perintah biar layan maju,0
3830,perintah menteri bumn komitmen tingkat sejahtera masyarakat aceh bsi mercusuar ekonomi syariah kembang program program dorong tumbuh ekonomi tanah rencong,1
3831,dahal emang anak anak smp nya yg nakal nakal kek anjir desa gue pas gue smp udh hamidun duluan ya allah kalo strict parent nya lebih sii wajar aja kek batas jaga anak biar ga napa gitu loh,1
3832,damai negara hukum negara damai,0
3833,mantab tni polri sinergi kawal negri bravo,1
3834,lukas iyaa nilai rian menurur main bagus jaga lini,1
3835,mental health tipsnya jaga mental health,1
3836,kelompok yg cari sosok pimpin akomodasi aspirasi anies baswedan yg cocok tampung otak radikalisme,0
3837,bagi paket tips ampuh jaga daya tahan team,1
3838,tim verifikasi lapang ppd provinsi jateng apresiasi inovasi urban farming pemkot semarang perintah kota semarang komitmen tingkat kualitas bangun daerah salah satu urban farming,1
3839,jalan program gubernur ajar upaya ganjar cegah radikalisme siswa,1
3840,giat sambang warga rutin laksana bhabinkamtibmas bagan pete hadir rapat bentuk forum rt jaga silaturahmi upaya anggota bhabinkamtibmas dekat warga bina,2
3841,moga allah taala senantiasa jaga prof keluarga,1
3842,data program subsidi ngebantu perintah nyalurin apbn sasar loh,1
3843,perintah upaya salur bbm subsidi sasar salah satu sistem mypertamina,1
3844,ramai dispensasi nikah hamil duluan akibat radikalisme terorisme mohon jelas bapakibu duduk,1
